id	start	stop	strand	length	term_type	gene_number	genes	pseudo	phantom
TU_Ju_31308523_LB.exponential_2961	3867527	3868541	+	1015	TTS	1	b3688	0	0
TU_Ju_31308523_LB.exponential_2962	3867597	3868541	+	945	TTS	1	b3688	0	0
TU_Ju_31308523_LB.exponential_2963	3867607	3868541	+	935	TTS	1	b3688	0	0
TU_Ju_31308523_LB.exponential_2964	3867973	3869301	-	1329	TTS	0		0	0
TU_Ju_31308523_LB.exponential_2965	3870354	3870722	-	369	TTS	0		0	0
TU_Ju_31308523_LB.exponential_2966	3870354	3870983	-	630	TTS	0		0	0
TU_Ju_31308523_LB.exponential_2967	3874220	3875186	-	967	TTS	1	b4479	0	0
TU_Ju_31308523_LB.exponential_2968	3876094	3876975	-	882	TTS	1	b3697	0	0
TU_Ju_31308523_LB.exponential_2969	3876094	3877511	-	1418	TTS	2	b3698,b3697	0	0
TU_Ju_31308523_LB.exponential_2970	3877540	3878357	-	818	TTS	0		0	0
TU_Ju_31308523_LB.exponential_2971	3877540	3880151	-	2612	TTS	1	b3699	0	0
TU_Ju_31308523_LB.exponential_2972	3877540	3880823	-	3284	TTS	1	b3699	0	0
TU_Ju_31308523_LB.exponential_2973	3877540	3883879	-	6340	TTS	4	b3702,b3701,b3700,b3699	0	0
TU_Ju_31308523_LB.exponential_2974	3877540	3883961	-	6422	TTS	4	b3702,b3701,b3700,b3699	0	0
TU_Ju_31308523_LB.exponential_2975	3884049	3884541	+	493	TTS	1	b3703	0	0
TU_Ju_31308523_LB.exponential_2976	3884067	3884541	+	475	TTS	1	b3703	0	0
TU_Ju_31308523_LB.exponential_2977	3884067	3886771	+	2705	TTS	4	b3703,b3704,b4557,b3705	0	0
TU_Ju_31308523_LB.exponential_2978	3884116	3884541	+	426	TTS	1	b3703	0	0
TU_Ju_31308523_LB.exponential_2979	3884116	3886771	+	2656	TTS	4	b3703,b3704,b4557,b3705	0	0
TU_Ju_31308523_LB.exponential_2980	3884239	3884541	+	303	TTS	1	b3703	0	0
TU_Ju_31308523_LB.exponential_2981	3884239	3886771	+	2533	TTS	4	b3703,b3704,b4557,b3705	0	0
TU_Ju_31308523_LB.exponential_2982	3884239	3888239	+	4001	TTS	5	b3703,b3704,b4557,b3705,b3706	0	0
TU_Ju_31308523_LB.exponential_2983	3885012	3886771	+	1760	TTS	1	b3705	0	0
TU_Ju_31308523_LB.exponential_2984	3885012	3888239	+	3228	TTS	2	b3705,b3706	0	0
TU_Ju_31308523_LB.exponential_2985	3886751	3888239	+	1489	TTS	1	b3706	0	0
TU_Ju_31308523_LB.exponential_2986	3888410	3890187	+	1778	TTS	2	b3707,b3708	0	0
TU_Ju_31308523_LB.exponential_2987	3888410	3891519	+	3110	TTS	3	b3707,b3708,b3709	0	0
TU_Ju_31308523_LB.exponential_2988	3892718	3895258	+	2541	TTS	3	b3711,b3712,b3713	0	0
TU_Ju_31308523_LB.exponential_2989	3893828	3895258	+	1431	TTS	2	b3712,b3713	0	0
TU_Ju_31308523_LB.exponential_2990	3893851	3895258	+	1408	TTS	2	b3712,b3713	0	0
TU_Ju_31308523_LB.exponential_2991	3894346	3895258	+	913	TTS	1	b3713	0	0
TU_Ju_31308523_LB.exponential_2992	3895219	3896373	-	1155	TTS	0		0	0
TU_Ju_31308523_LB.exponential_2993	3895219	3896639	-	1421	TTS	1	b3714	0	0
TU_Ju_31308523_LB.exponential_2994	3897991	3898662	+	672	TTS	1	b3717	0	0
TU_Ju_31308523_LB.exponential_2995	3898288	3898662	+	375	TTS	0		0	0
TU_Ju_31308523_LB.exponential_2996	3898624	3899292	-	669	TTS	0		0	0
TU_Ju_31308523_LB.exponential_2997	3906809	3907902	-	1094	TTS	1	b3724	0	0
TU_Ju_31308523_LB.exponential_2998	3906809	3911589	-	4781	TTS	5	b3728,b3727,b3726,b3725,b3724	0	0
TU_Ju_31308523_LB.exponential_2999	3911805	3914360	-	2556	TTS	1	b3729	0	0
TU_Ju_31308523_LB.exponential_3000	3911805	3915220	-	3416	TTS	2	b3730,b3729	0	0
TU_Ju_31308523_LB.exponential_3001	3911805	3915324	-	3520	TTS	2	b3730,b3729	0	0
TU_Ju_31308523_LB.exponential_3002	3911805	3915376	-	3572	TTS	2	b3730,b3729	0	0
TU_Ju_31308523_LB.exponential_3003	3915502	3916475	-	974	TTS	1	b3731	0	0
TU_Ju_31308523_LB.exponential_3004	3915502	3917737	-	2236	TTS	2	b3732,b3731	0	0
TU_Ju_31308523_LB.exponential_3005	3915502	3919758	-	4257	TTS	3	b3733,b3732,b3731	0	0
TU_Ju_31308523_LB.exponential_3006	3915502	3922525	-	7024	TTS	9	b3739,b3738,b3737,b3736,b3735,b3734,b3733,b3732,b3731	0	0
TU_Ju_31308523_LB.exponential_3007	3915502	3922720	-	7219	TTS	9	b3739,b3738,b3737,b3736,b3735,b3734,b3733,b3732,b3731	0	0
TU_Ju_31308523_LB.exponential_3008	3922924	3923752	-	829	TTS	1	b3740	0	0
TU_Ju_31308523_LB.exponential_3009	3922924	3924313	-	1390	TTS	1	b3740	0	0
TU_Ju_31308523_LB.exponential_3010	3922924	3925680	-	2757	TTS	2	b3741,b3740	0	0
TU_Ju_31308523_LB.exponential_3011	3923320	3923737	+	418	TTS	0		0	0
TU_Ju_31308523_LB.exponential_3012	3923340	3923737	+	398	TTS	0		0	0
TU_Ju_31308523_LB.exponential_3013	3923701	3924313	-	613	TTS	0		0	0
TU_Ju_31308523_LB.exponential_3014	3923701	3925680	-	1980	TTS	1	b3741	0	0
TU_Ju_31308523_LB.exponential_3015	3923701	3926477	-	2777	TTS	2	b3742,b3741	0	0
TU_Ju_31308523_LB.exponential_3016	3927131	3928241	+	1111	TTS	1	b3744	0	0
TU_Ju_31308523_LB.exponential_3017	3931258	3933221	+	1964	TTS	1	b3747	0	0
TU_Ju_31308523_LB.exponential_3018	3933321	3933642	+	322	TTS	0		0	0
TU_Ju_31308523_LB.exponential_3019	3933321	3937278	+	3958	TTS	5	b3748,b3749,b3750,b3751,ECK125289074	0	0
TU_Ju_31308523_LB.exponential_3020	3933321	3938386	+	5066	TTS	6	b3748,b3749,b3750,b3751,ECK125289074,b3752	0	0
TU_Ju_31308523_LB.exponential_3021	3935969	3937278	+	1310	TTS	2	b3751,ECK125289074	0	0
TU_Ju_31308523_LB.exponential_3022	3935969	3938386	+	2418	TTS	3	b3751,ECK125289074,b3752	0	0
TU_Ju_31308523_LB.exponential_3023	3936162	3937278	+	1117	TTS	2	b3751,ECK125289074	0	0
TU_Ju_31308523_LB.exponential_3024	3936162	3938386	+	2225	TTS	3	b3751,ECK125289074,b3752	0	0
TU_Ju_31308523_LB.exponential_3025	3937044	3938386	+	1343	TTS	2	ECK125289074,b3752	0	0
TU_Ju_31308523_LB.exponential_3026	3937044	3937278	+	235	TTS	1	ECK125289074	0	0
TU_Ju_31308523_LB.exponential_3027	3937237	3938386	+	1150	TTS	1	b3752	0	0
TU_Ju_31308523_LB.exponential_3028	3941515	3947066	+	5552	TTS	6	b3756,b3757,b3758,b3759,b3760,b3761	0	0
TU_Ju_31308523_LB.exponential_3029	3941806	3947066	+	5261	TTS	6	b3756,b3757,b3758,b3759,b3760,b3761	0	0
TU_Ju_31308523_LB.exponential_3030	3941806	3948450	+	6645	TTS	7	b3756,b3757,b3758,b3759,b3760,b3761,b3764	0	0
TU_Ju_31308523_LB.exponential_3031	3943551	3947066	+	3516	TTS	4	b3758,b3759,b3760,b3761	0	0
TU_Ju_31308523_LB.exponential_3032	3943551	3948450	+	4900	TTS	5	b3758,b3759,b3760,b3761,b3764	0	0
TU_Ju_31308523_LB.exponential_3033	3943703	3947066	+	3364	TTS	4	b3758,b3759,b3760,b3761	0	0
TU_Ju_31308523_LB.exponential_3034	3943703	3948450	+	4748	TTS	5	b3758,b3759,b3760,b3761,b3764	0	0
TU_Ju_31308523_LB.exponential_3035	3947035	3947992	-	958	TTS	1	b4480	0	0
TU_Ju_31308523_LB.exponential_3036	3947035	3948020	-	986	TTS	1	b4480	0	0
TU_Ju_31308523_LB.exponential_3037	3947035	3948317	-	1283	TTS	1	b4480	0	0
TU_Ju_31308523_LB.exponential_3038	3947035	3949983	-	2949	TTS	2	b3765,b4480	0	0
TU_Ju_31308523_LB.exponential_3039	3948028	3948450	+	423	TTS	1	b3764	0	0
TU_Ju_31308523_LB.exponential_3040	3948049	3948450	+	402	TTS	1	b3764	0	0
TU_Ju_31308523_LB.exponential_3041	3950289	3950475	+	187	TTS	1	b3766	0	0
TU_Ju_31308523_LB.exponential_3042	3954683	3956991	+	2309	TTS	1	b3772	0	0
TU_Ju_31308523_LB.exponential_3043	3954915	3956991	+	2077	TTS	1	b3772	0	0
TU_Ju_31308523_LB.exponential_3044	3957915	3959531	+	1617	TTS	1	b3774	0	0
TU_Ju_31308523_LB.exponential_3045	3959498	3959842	-	345	TTS	1	b3775	0	0
TU_Ju_31308523_LB.exponential_3046	3959498	3959980	-	483	TTS	1	b3775	0	0
TU_Ju_31308523_LB.exponential_3047	3959498	3960323	-	826	TTS	1	b3775	0	0
TU_Ju_31308523_LB.exponential_3048	3959498	3960470	-	973	TTS	2	b3777,b3775	0	0
TU_Ju_31308523_LB.exponential_3049	3959908	3960323	-	416	TTS	0		0	0
TU_Ju_31308523_LB.exponential_3050	3959908	3960470	-	563	TTS	1	b3777	1	0
TU_Ju_31308523_LB.exponential_3051	3962697	3965630	-	2934	TTS	2	b3780,b3779	0	0
TU_Ju_31308523_LB.exponential_3052	3962697	3965656	-	2960	TTS	2	b3780,b3779	0	0
TU_Ju_31308523_LB.exponential_3053	3962697	3965700	-	3004	TTS	2	b3780,b3779	0	0
TU_Ju_31308523_LB.exponential_3054	3965372	3966140	+	769	TTS	1	b3781	0	0
TU_Ju_31308523_LB.exponential_3055	3965649	3966140	+	492	TTS	1	b3781	0	0
TU_Ju_31308523_LB.exponential_3056	3965649	3967721	+	2073	TTS	3	b3781,b3782,b3783	0	0
TU_Ju_31308523_LB.exponential_3057	3965690	3966140	+	451	TTS	1	b3781	0	0
TU_Ju_31308523_LB.exponential_3058	3965690	3967721	+	2032	TTS	3	b3781,b3782,b3783	0	0
TU_Ju_31308523_LB.exponential_3059	3966161	3967721	+	1561	TTS	2	b3782,b3783	0	0
TU_Ju_31308523_LB.exponential_3060	3977375	3980743	+	3369	TTS	3	b4481,b3793,b3794	0	0
TU_Ju_31308523_LB.exponential_3061	3977375	3982846	+	5472	TTS	8	b4481,b3793,b3794,b3795,b3796,b3797,b3798,b3799	0	0
TU_Ju_31308523_LB.exponential_3062	3979616	3980743	+	1128	TTS	1	b3794	0	0
TU_Ju_31308523_LB.exponential_3063	3979781	3980743	+	963	TTS	1	b3794	0	0
TU_Ju_31308523_LB.exponential_3064	3979781	3982846	+	3066	TTS	6	b3794,b3795,b3796,b3797,b3798,b3799	0	0
TU_Ju_31308523_LB.exponential_3065	3980822	3982846	+	2025	TTS	5	b3795,b3796,b3797,b3798,b3799	0	0
TU_Ju_31308523_LB.exponential_3066	3982163	3982846	+	684	TTS	4	b3796,b3797,b3798,b3799	0	0
TU_Ju_31308523_LB.exponential_3067	3982361	3982846	+	486	TTS	4	b3796,b3797,b3798,b3799	0	0
TU_Ju_31308523_LB.exponential_3068	3986431	3986638	+	208	TTS	1	b4456	0	0
TU_Ju_31308523_LB.exponential_3069	3986599	3986702	-	104	TTS	0		0	0
TU_Ju_31308523_LB.exponential_3070	3986599	3987768	-	1170	TTS	0		0	0
TU_Ju_31308523_LB.exponential_3071	3986599	3987865	-	1267	TTS	0		0	0
TU_Ju_31308523_LB.exponential_3072	3986599	3989470	-	2872	TTS	2	b3803,b3802	0	0
TU_Ju_31308523_LB.exponential_3073	3986599	3990789	-	4191	TTS	4	b3805,b3804,b3803,b3802	0	0
TU_Ju_31308523_LB.exponential_3074	3986599	3990939	-	4341	TTS	4	b3805,b3804,b3803,b3802	0	0
TU_Ju_31308523_LB.exponential_3075	3990773	3993736	+	2964	TTS	1	b3806	0	0
TU_Ju_31308523_LB.exponential_3076	3990951	3993736	+	2786	TTS	1	b3806	0	0
TU_Ju_31308523_LB.exponential_3077	3990998	3993736	+	2739	TTS	1	b3806	0	0
TU_Ju_31308523_LB.exponential_3078	3992630	3993736	+	1107	TTS	0		0	0
TU_Ju_31308523_LB.exponential_3079	3993701	3994083	-	383	TTS	1	b3807	0	0
TU_Ju_31308523_LB.exponential_3080	3994415	3997961	+	3547	TTS	5	b4558,b3809,b3810,b3811,b3812	0	0
TU_Ju_31308523_LB.exponential_3081	3994490	3997961	+	3472	TTS	5	b4558,b3809,b3810,b3811,b3812	0	0
TU_Ju_31308523_LB.exponential_3082	3997906	4000256	+	2351	TTS	2	b3813,ECK125272710	0	0
TU_Ju_31308523_LB.exponential_3083	3999554	4000256	+	703	TTS	0		0	0
TU_Ju_31308523_LB.exponential_3084	4001064	4002417	+	1354	TTS	3	ECK125135307,b4799,b3816	0	0
TU_Ju_31308523_LB.exponential_3085	4001141	4002417	+	1277	TTS	3	ECK125135307,b4799,b3816	0	0
TU_Ju_31308523_LB.exponential_3086	4001191	4002417	+	1227	TTS	3	ECK125135307,b4799,b3816	0	0
TU_Ju_31308523_LB.exponential_3087	4003230	4004725	-	1496	TTS	2	b3820,b3819	0	0
TU_Ju_31308523_LB.exponential_3088	4004814	4005841	+	1028	TTS	1	b3821	0	0
TU_Ju_31308523_LB.exponential_3089	4005834	4008435	+	2602	TTS	2	b3822,b3823	0	0
TU_Ju_31308523_LB.exponential_3090	4007725	4008435	+	711	TTS	1	b3823	0	0
TU_Ju_31308523_LB.exponential_3091	4008395	4009085	-	691	TTS	1	b3824	0	0
TU_Ju_31308523_LB.exponential_3092	4008395	4009136	-	742	TTS	1	b3824	0	0
TU_Ju_31308523_LB.exponential_3093	4008395	4009152	-	758	TTS	1	b3824	0	0
TU_Ju_31308523_LB.exponential_3094	4009067	4011086	+	2020	TTS	2	b3825,b3826	0	0
TU_Ju_31308523_LB.exponential_3095	4009103	4011086	+	1984	TTS	2	b3825,b3826	0	0
TU_Ju_31308523_LB.exponential_3096	4010372	4011086	+	715	TTS	0		0	0
TU_Ju_31308523_LB.exponential_3097	4012885	4015349	+	2465	TTS	1	b3829	0	0
TU_Ju_31308523_LB.exponential_3098	4013045	4015349	+	2305	TTS	1	b3829	0	0
TU_Ju_31308523_LB.exponential_3099	4015316	4016202	-	887	TTS	1	b3830	0	0
TU_Ju_31308523_LB.exponential_3100	4015316	4016225	-	910	TTS	1	b3830	0	0
TU_Ju_31308523_LB.exponential_3101	4015998	4017233	+	1236	TTS	1	b3831	0	0
TU_Ju_31308523_LB.exponential_3102	4016184	4017233	+	1050	TTS	1	b3831	0	0
TU_Ju_31308523_LB.exponential_3103	4016387	4017233	+	847	TTS	1	b3831	0	0
TU_Ju_31308523_LB.exponential_3104	4018631	4023540	+	4910	TTS	7	b3833,b3834,b4707,b3835,b3836,b3838,b3839	0	0
TU_Ju_31308523_LB.exponential_3105	4018827	4023540	+	4714	TTS	7	b3833,b3834,b4707,b3835,b3836,b3838,b3839	0	0
TU_Ju_31308523_LB.exponential_3106	4021384	4023540	+	2157	TTS	3	b3836,b3838,b3839	0	0
TU_Ju_31308523_LB.exponential_3107	4021399	4023540	+	2142	TTS	3	b3836,b3838,b3839	0	0
TU_Ju_31308523_LB.exponential_3108	4021674	4023540	+	1867	TTS	3	b3836,b3838,b3839	0	0
TU_Ju_31308523_LB.exponential_3109	4021686	4023540	+	1855	TTS	3	b3836,b3838,b3839	0	0
TU_Ju_31308523_LB.exponential_3110	4021762	4023540	+	1779	TTS	3	b3836,b3838,b3839	0	0
TU_Ju_31308523_LB.exponential_3111	4021909	4023540	+	1632	TTS	3	b3836,b3838,b3839	0	0
TU_Ju_31308523_LB.exponential_3112	4027233	4027807	-	575	TTS	0		0	0
TU_Ju_31308523_LB.exponential_3113	4027233	4028820	-	1588	TTS	1	b3845	0	0
TU_Ju_31308523_LB.exponential_3114	4027233	4031013	-	3781	TTS	2	b3846,b3845	0	0
TU_Ju_31308523_LB.exponential_3115	4035238	4042498	+	7261	TTS	6	b3851,b3852,b3853,b3854,b3855,b3858	0	0
TU_Ju_31308523_LB.exponential_3116	4037365	4042498	+	5134	TTS	3	b3854,b3855,b3858	0	0
TU_Ju_31308523_LB.exponential_3117	4037518	4042498	+	4981	TTS	3	b3854,b3855,b3858	0	0
TU_Ju_31308523_LB.exponential_3118	4040516	4042498	+	1983	TTS	2	b3855,b3858	0	0
TU_Ju_31308523_LB.exponential_3119	4040813	4042044	-	1232	TTS	2	b3857,b3856	0	0
TU_Ju_31308523_LB.exponential_3120	4040813	4042142	-	1330	TTS	2	b3857,b3856	0	0
TU_Ju_31308523_LB.exponential_3121	4040813	4043148	-	2336	TTS	2	b3857,b3856	0	0
TU_Ju_31308523_LB.exponential_3122	4040813	4044782	-	3970	TTS	2	b3857,b3856	0	0
TU_Ju_31308523_LB.exponential_3123	4040813	4046626	-	5814	TTS	3	b3862,b3857,b3856	0	0
TU_Ju_31308523_LB.exponential_3124	4042046	4042498	+	453	TTS	1	b3858	0	0
TU_Ju_31308523_LB.exponential_3125	4042046	4044090	+	2045	TTS	3	b3858,b3859,b3860	0	0
TU_Ju_31308523_LB.exponential_3126	4042390	4044090	+	1701	TTS	2	b3859,b3860	0	0
TU_Ju_31308523_LB.exponential_3127	4045632	4046626	-	995	TTS	1	b3862	0	0
TU_Ju_31308523_LB.exponential_3128	4046938	4050006	+	3069	TTS	1	b3863	0	0
TU_Ju_31308523_LB.exponential_3129	4049898	4050006	+	109	TTS	0		0	0
TU_Ju_31308523_LB.exponential_3130	4049970	4050793	-	824	TTS	1	b3865	0	0
TU_Ju_31308523_LB.exponential_3131	4049970	4051018	-	1049	TTS	1	b3865	0	0
TU_Ju_31308523_LB.exponential_3132	4051035	4051274	+	240	TTS	0		0	0
TU_Ju_31308523_LB.exponential_3133	4051307	4053617	+	2311	TTS	2	b3866,b3867	0	0
TU_Ju_31308523_LB.exponential_3134	4051318	4053617	+	2300	TTS	2	b3866,b3867	0	0
TU_Ju_31308523_LB.exponential_3135	4051942	4053617	+	1676	TTS	1	b3867	0	0
TU_Ju_31308523_LB.exponential_3136	4053421	4053777	-	357	TTS	1	b4686	0	0
TU_Ju_31308523_LB.exponential_3137	4053421	4053810	-	390	TTS	1	b4686	0	0
TU_Ju_31308523_LB.exponential_3138	4053421	4056371	-	2951	TTS	4	b3869,ECK125122003,b3868,b4686	0	0
TU_Ju_31308523_LB.exponential_3139	4053421	4058106	-	4686	TTS	5	b3870,b3869,ECK125122003,b3868,b4686	0	0
TU_Ju_31308523_LB.exponential_3140	4053421	4058220	-	4800	TTS	5	b3870,b3869,ECK125122003,b3868,b4686	0	0
TU_Ju_31308523_LB.exponential_3141	4056427	4058106	-	1680	TTS	1	b3870	0	0
TU_Ju_31308523_LB.exponential_3142	4056427	4058220	-	1794	TTS	1	b3870	0	0
TU_Ju_31308523_LB.exponential_3143	4058172	4060279	+	2108	TTS	1	b3871	0	0
TU_Ju_31308523_LB.exponential_3144	4058325	4060279	+	1955	TTS	1	b3871	0	0
TU_Ju_31308523_LB.exponential_3145	4058380	4060279	+	1900	TTS	1	b3871	0	0
TU_Ju_31308523_LB.exponential_3146	4074644	4078473	+	3830	TTS	5	b3884,b3885,b3886,b3887,b3888	0	0
TU_Ju_31308523_LB.exponential_3147	4075528	4078473	+	2946	TTS	4	b3885,b3886,b3887,b3888	0	0
TU_Ju_31308523_LB.exponential_3148	4076966	4078473	+	1508	TTS	2	b3887,b3888	0	0
TU_Ju_31308523_LB.exponential_3149	4077122	4078473	+	1352	TTS	1	b3888	0	0
TU_Ju_31308523_LB.exponential_3150	4080257	4081361	-	1105	TTS	1	b3891	0	0
TU_Ju_31308523_LB.exponential_3151	4080257	4081569	-	1313	TTS	1	b3891	0	0
TU_Ju_31308523_LB.exponential_3152	4080257	4081594	-	1338	TTS	1	b3891	0	0
TU_Ju_31308523_LB.exponential_3153	4080257	4085963	-	5707	TTS	4	b3894,b3893,b3892,b3891	0	0
TU_Ju_31308523_LB.exponential_3154	4080257	4086038	-	5782	TTS	4	b3894,b3893,b3892,b3891	0	0
TU_Ju_31308523_LB.exponential_3155	4085906	4086894	+	989	TTS	1	b3895	0	0
TU_Ju_31308523_LB.exponential_3156	4085937	4086894	+	958	TTS	1	b3895	0	0
TU_Ju_31308523_LB.exponential_3157	4085986	4086894	+	909	TTS	1	b3895	0	0
TU_Ju_31308523_LB.exponential_3158	4100758	4101512	+	755	TTS	1	b3908	0	0
TU_Ju_31308523_LB.exponential_3159	4100758	4102726	+	1969	TTS	2	b3908,b3909	0	0
TU_Ju_31308523_LB.exponential_3160	4101622	4102726	+	1105	TTS	1	b3909	0	0
TU_Ju_31308523_LB.exponential_3161	4103507	4105685	-	2179	TTS	2	b3912,b3911	0	0
TU_Ju_31308523_LB.exponential_3162	4103507	4105761	-	2255	TTS	2	b3912,b3911	0	0
TU_Ju_31308523_LB.exponential_3163	4103507	4105960	-	2454	TTS	2	b3912,b3911	0	0
TU_Ju_31308523_LB.exponential_3164	4103507	4106033	-	2527	TTS	2	b3912,b3911	0	0
TU_Ju_31308523_LB.exponential_3165	4105784	4106386	+	603	TTS	1	b4484	0	0
TU_Ju_31308523_LB.exponential_3166	4106448	4108722	+	2275	TTS	2	b3915,b3916	0	0
TU_Ju_31308523_LB.exponential_3167	4106861	4108722	+	1862	TTS	1	b3916	0	0
TU_Ju_31308523_LB.exponential_3168	4107471	4108722	+	1252	TTS	1	b3916	0	0
TU_Ju_31308523_LB.exponential_3169	4108804	4109874	+	1071	TTS	1	b3917	0	0
TU_Ju_31308523_LB.exponential_3170	4108825	4109874	+	1050	TTS	1	b3917	0	0
TU_Ju_31308523_LB.exponential_3171	4109905	4110734	+	830	TTS	1	b3918	0	0
TU_Ju_31308523_LB.exponential_3172	4110702	4111569	-	868	TTS	1	b3919	0	0
TU_Ju_31308523_LB.exponential_3173	4110702	4111645	-	944	TTS	1	b3919	0	0
TU_Ju_31308523_LB.exponential_3174	4110702	4112237	-	1536	TTS	2	b3920,b3919	0	0
TU_Ju_31308523_LB.exponential_3175	4110702	4114497	-	3796	TTS	3	b3924,b3920,b3919	0	0
TU_Ju_31308523_LB.exponential_3176	4112066	4112832	+	767	TTS	1	b3921	0	0
TU_Ju_31308523_LB.exponential_3177	4112066	4113796	+	1731	TTS	3	b3921,b3922,b3923	0	0
TU_Ju_31308523_LB.exponential_3178	4112289	4112832	+	544	TTS	1	b3921	0	0
TU_Ju_31308523_LB.exponential_3179	4112289	4113796	+	1508	TTS	3	b3921,b3922,b3923	0	0
TU_Ju_31308523_LB.exponential_3180	4112870	4113796	+	927	TTS	2	b3922,b3923	0	0
TU_Ju_31308523_LB.exponential_3181	4112930	4113796	+	867	TTS	2	b3922,b3923	0	0
TU_Ju_31308523_LB.exponential_3182	4113599	4114497	-	899	TTS	1	b3924	0	0
TU_Ju_31308523_LB.exponential_3183	4113599	4115603	-	2005	TTS	2	b3925,b3924	0	0
TU_Ju_31308523_LB.exponential_3184	4114520	4115603	-	1084	TTS	1	b3925	0	0
TU_Ju_31308523_LB.exponential_3185	4114520	4118161	-	3642	TTS	3	b3927,b3926,b3925	0	0
TU_Ju_31308523_LB.exponential_3186	4115642	4117754	-	2113	TTS	1	b3926	0	0
TU_Ju_31308523_LB.exponential_3187	4115642	4118161	-	2520	TTS	2	b3927,b3926	0	0
TU_Ju_31308523_LB.exponential_3188	4115642	4118256	-	2615	TTS	2	b3927,b3926	0	0
TU_Ju_31308523_LB.exponential_3189	4118178	4118843	+	666	TTS	1	b3928	0	0
TU_Ju_31308523_LB.exponential_3190	4118239	4118843	+	605	TTS	1	b3928	0	0
TU_Ju_31308523_LB.exponential_3191	4118281	4118843	+	563	TTS	1	b3928	0	0
TU_Ju_31308523_LB.exponential_3192	4118323	4118843	+	521	TTS	1	b3928	0	0
TU_Ju_31308523_LB.exponential_3193	4118426	4118843	+	418	TTS	1	b3928	0	0
TU_Ju_31308523_LB.exponential_3194	4118814	4119356	-	543	TTS	1	b3929	0	0
TU_Ju_31308523_LB.exponential_3195	4118814	4120407	-	1594	TTS	2	b3930,b3929	0	0
TU_Ju_31308523_LB.exponential_3196	4118814	4122348	-	3535	TTS	4	b3932,b3931,b3930,b3929	0	0
TU_Ju_31308523_LB.exponential_3197	4120362	4122348	-	1987	TTS	2	b3932,b3931	0	0
TU_Ju_31308523_LB.exponential_3198	4120362	4123368	-	3007	TTS	3	b3933,b3932,b3931	0	0
TU_Ju_31308523_LB.exponential_3199	4120362	4123524	-	3163	TTS	3	b3933,b3932,b3931	0	0
TU_Ju_31308523_LB.exponential_3200	4120362	4124510	-	4149	TTS	4	b3934,b3933,b3932,b3931	0	0
TU_Ju_31308523_LB.exponential_3201	4122315	4123368	-	1054	TTS	1	b3933	0	0
TU_Ju_31308523_LB.exponential_3202	4122315	4124510	-	2196	TTS	2	b3934,b3933	0	0
TU_Ju_31308523_LB.exponential_3203	4126514	4127264	+	751	TTS	1	b3936	0	0
TU_Ju_31308523_LB.exponential_3204	4126859	4127264	+	406	TTS	1	b3936	0	0
TU_Ju_31308523_LB.exponential_3205	4126910	4127264	+	355	TTS	1	b3936	0	0
TU_Ju_31308523_LB.exponential_3206	4127853	4128466	-	614	TTS	1	b3938	0	0
TU_Ju_31308523_LB.exponential_3207	4127853	4128529	-	677	TTS	1	b3938	0	0
TU_Ju_31308523_LB.exponential_3208	4127853	4128764	-	912	TTS	1	b3938	0	0
TU_Ju_31308523_LB.exponential_3209	4129154	4132448	+	3295	TTS	1	b3940	0	0
TU_Ju_31308523_LB.exponential_3210	4129259	4132448	+	3190	TTS	1	b3940	0	0
TU_Ju_31308523_LB.exponential_3211	4131640	4132448	+	809	TTS	0		0	0
TU_Ju_31308523_LB.exponential_3212	4133788	4136061	+	2274	TTS	1	b3942	0	0
TU_Ju_31308523_LB.exponential_3213	4135426	4136061	+	636	TTS	0		0	0
TU_Ju_31308523_LB.exponential_3214	4137894	4138573	-	680	TTS	0		0	0
TU_Ju_31308523_LB.exponential_3215	4137894	4139097	-	1204	TTS	1	b3945	0	0
TU_Ju_31308523_LB.exponential_3216	4137894	4139381	-	1488	TTS	1	b3945	0	0
TU_Ju_31308523_LB.exponential_3217	4148364	4150355	-	1992	TTS	1	b3955	0	0
TU_Ju_31308523_LB.exponential_3218	4148364	4153187	-	4824	TTS	2	b3956,b3955	0	0
TU_Ju_31308523_LB.exponential_3219	4148364	4153289	-	4926	TTS	2	b3956,b3955	0	0
TU_Ju_31308523_LB.exponential_3220	4150401	4153187	-	2787	TTS	1	b3956	0	0
TU_Ju_31308523_LB.exponential_3221	4150401	4153289	-	2889	TTS	1	b3956	0	0
TU_Ju_31308523_LB.exponential_3222	4154886	4158272	+	3387	TTS	3	b3958,b3959,b3960	0	0
TU_Ju_31308523_LB.exponential_3223	4156414	4158272	+	1859	TTS	1	b3960	0	0
TU_Ju_31308523_LB.exponential_3224	4157321	4158272	+	952	TTS	0		0	0
TU_Ju_31308523_LB.exponential_3225	4158350	4159504	+	1155	TTS	1	b3961	0	0
TU_Ju_31308523_LB.exponential_3226	4158456	4159504	+	1049	TTS	1	b3961	0	0
TU_Ju_31308523_LB.exponential_3227	4159344	4160822	-	1479	TTS	1	b3962	0	0
TU_Ju_31308523_LB.exponential_3228	4159344	4163295	-	3952	TTS	2	b3965,b3962	0	0
TU_Ju_31308523_LB.exponential_3229	4160844	4162266	+	1423	TTS	2	b3963,b3964	0	0
TU_Ju_31308523_LB.exponential_3230	4161045	4162266	+	1222	TTS	2	b3963,b3964	0	0
TU_Ju_31308523_LB.exponential_3231	4161056	4162266	+	1211	TTS	2	b3963,b3964	0	0
